date,consumption
2013-02-17,234.4150011
2013-02-18,277.9739994
2013-02-19,178.703
2013-11-12,191.8330001
2013-11-13,270.8149999
2013-11-14,201.80099909999998
2013-12-06,141.5979992
2014-01-01,2.552
